-0.01252	2																																																																																																																																																																																																																																																										
-0.01251	1.88																																																																																																																																																																																																																																																										
-0.0125	1.8																																																																																																																																																																																																																																																										
-0.01249	1.64																																																																																																																																																																																																																																																										
-0.01248	1.52																																																																																																																																																																																																																																																										
-0.01247	1.36																																																																																																																																																																																																																																																										
-0.01246	1.2																																																																																																																																																																																																																																																										
-0.01245	1.08																																																																																																																																																																																																																																																										
-0.01244	0.96																																																																																																																																																																																																																																																										
-0.01243	0.8																																																																																																																																																																																																																																																										
-0.01242	0.64																																																																																																																																																																																																																																																										
-0.01241	0.48																																																																																																																																																																																																																																																										
-0.0124	0.32																																																																																																																																																																																																																																																										
-0.01239	0.2																																																																																																																																																																																																																																																										
-0.01238	0.08																																																																																																																																																																																																																																																										
-0.01237	-0.08																																																																																																																																																																																																																																																										
-0.01236	-0.24																																																																																																																																																																																																																																																										
-0.01235	-0.36																																																																																																																																																																																																																																																										
-0.01234	-0.48																																																																																																																																																																																																																																																										
-0.01233	-0.68																																																																																																																																																																																																																																																										
-0.01232	-0.8																																																																																																																																																																																																																																																										
-0.01231	-0.92																																																																																																																																																																																																																																																										
-0.0123	-1.04																																																																																																																																																																																																																																																										
-0.01229	-1.16																																																																																																																																																																																																																																																										
-0.01228	-1.24																																																																																																																																																																																																																																																										
-0.01227	-1.36																																																																																																																																																																																																																																																										
-0.01226	-1.48																																																																																																																																																																																																																																																										
-0.01225	-1.56																																																																																																																																																																																																																																																										
-0.01224	-1.6																																																																																																																																																																																																																																																										
-0.01223	-1.68																																																																																																																																																																																																																																																										
-0.01222	-1.76																																																																																																																																																																																																																																																										
-0.01221	-1.84																																																																																																																																																																																																																																																										
-0.0122	-1.88																																																																																																																																																																																																																																																										
-0.01219	-1.92																																																																																																																																																																																																																																																										
-0.01218	-1.96																																																																																																																																																																																																																																																										
-0.01217	-2																																																																																																																																																																																																																																																										
-0.01216	-2																																																																																																																																																																																																																																																										
-0.01215	-1.96																																																																																																																																																																																																																																																										
-0.01214	-1.96																																																																																																																																																																																																																																																										
-0.01213	-1.88																																																																																																																																																																																																																																																										
-0.01212	-1.84																																																																																																																																																																																																																																																										
-0.01211	-1.76																																																																																																																																																																																																																																																										
-0.0121	-1.72																																																																																																																																																																																																																																																										
-0.01209	-1.64																																																																																																																																																																																																																																																										
-0.01208	-1.56																																																																																																																																																																																																																																																										
-0.01207	-1.48																																																																																																																																																																																																																																																										
-0.01206	-1.36																																																																																																																																																																																																																																																										
-0.01205	-1.28																																																																																																																																																																																																																																																										
-0.01204	-1.16																																																																																																																																																																																																																																																										
-0.01203	-1.04																																																																																																																																																																																																																																																										
-0.01202	-0.92																																																																																																																																																																																																																																																										
-0.01201	-0.76																																																																																																																																																																																																																																																										
-0.012	-0.64																																																																																																																																																																																																																																																										
-0.01199	-0.48																																																																																																																																																																																																																																																										
-0.01198	-0.36																																																																																																																																																																																																																																																										
-0.01197	-0.16																																																																																																																																																																																																																																																										
-0.01196	-0.04																																																																																																																																																																																																																																																										
-0.01195	0.08																																																																																																																																																																																																																																																										
-0.01194	0.24																																																																																																																																																																																																																																																										
-0.01193	0.44																																																																																																																																																																																																																																																										
-0.01192	0.56																																																																																																																																																																																																																																																										
-0.01191	0.76																																																																																																																																																																																																																																																										
-0.0119	0.88																																																																																																																																																																																																																																																										
-0.01189	1.04																																																																																																																																																																																																																																																										
-0.01188	1.2																																																																																																																																																																																																																																																										
-0.01187	1.32																																																																																																																																																																																																																																																										
-0.01186	1.48																																																																																																																																																																																																																																																										
-0.01185	1.6																																																																																																																																																																																																																																																										
-0.01184	1.76																																																																																																																																																																																																																																																										
-0.01183	1.88																																																																																																																																																																																																																																																										
-0.01182	2																																																																																																																																																																																																																																																										
-0.01181	2.12																																																																																																																																																																																																																																																										
-0.0118	2.24																																																																																																																																																																																																																																																										
-0.01179	2.32																																																																																																																																																																																																																																																										
-0.01178	2.44																																																																																																																																																																																																																																																										
-0.01177	2.52																																																																																																																																																																																																																																																										
-0.01176	2.56																																																																																																																																																																																																																																																										
-0.01175	2.68																																																																																																																																																																																																																																																										
-0.01174	2.76																																																																																																																																																																																																																																																										
-0.01173	2.8																																																																																																																																																																																																																																																										
-0.01172	2.84																																																																																																																																																																																																																																																										
-0.01171	2.88																																																																																																																																																																																																																																																										
-0.0117	2.92																																																																																																																																																																																																																																																										
-0.01169	2.96																																																																																																																																																																																																																																																										
-0.01168	2.96																																																																																																																																																																																																																																																										
-0.01167	2.96																																																																																																																																																																																																																																																										
-0.01166	2.92																																																																																																																																																																																																																																																										
-0.01165	2.92																																																																																																																																																																																																																																																										
-0.01164	2.88																																																																																																																																																																																																																																																										
-0.01163	2.84																																																																																																																																																																																																																																																										
-0.01162	2.8																																																																																																																																																																																																																																																										
-0.01161	2.72																																																																																																																																																																																																																																																										
-0.0116	2.68																																																																																																																																																																																																																																																										
-0.01159	2.6																																																																																																																																																																																																																																																										
-0.01158	2.52																																																																																																																																																																																																																																																										
-0.01157	2.44																																																																																																																																																																																																																																																										
-0.01156	2.36																																																																																																																																																																																																																																																										
-0.01155	2.28																																																																																																																																																																																																																																																										
-0.01154	2.12																																																																																																																																																																																																																																																										
-0.01153	2.04																																																																																																																																																																																																																																																										
-0.01152	1.92																																																																																																																																																																																																																																																										
-0.01151	1.8																																																																																																																																																																																																																																																										
-0.0115	1.68																																																																																																																																																																																																																																																										
-0.01149	1.56																																																																																																																																																																																																																																																										
-0.01148	1.4																																																																																																																																																																																																																																																										
-0.01147	1.24																																																																																																																																																																																																																																																										
-0.01146	1.12																																																																																																																																																																																																																																																										
-0.01145	1																																																																																																																																																																																																																																																										
-0.01144	0.84																																																																																																																																																																																																																																																										
-0.01143	0.68																																																																																																																																																																																																																																																										
-0.01142	0.52																																																																																																																																																																																																																																																										
-0.01141	0.4																																																																																																																																																																																																																																																										
-0.0114	0.2																																																																																																																																																																																																																																																										
-0.01139	0.08																																																																																																																																																																																																																																																										
-0.01138	-0.04																																																																																																																																																																																																																																																										
-0.01137	-0.2																																																																																																																																																																																																																																																										
-0.01136	-0.36																																																																																																																																																																																																																																																										
-0.01135	-0.48																																																																																																																																																																																																																																																										
-0.01134	-0.6																																																																																																																																																																																																																																																										
